name	category	n_sold	price	shop_address	image_url	url
Máy đọc sách Kindle paperwhite gen 4 10th hàng used máy đẹp	MAYTINHBANG	360.0	2100000.0	Hà Nội	https://cf.shopee.vn/file/ebba02e1101f55094b23db540bab92f7_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-paperwhite-gen-4-10th-h%C3%A0ng-used-m%C3%A1y-%C4%91%E1%BA%B9p-i.92936184.2622270543
Máy Đọc Sách Kindle Paperwhite Máy Đẹp Có Chứng Từ Nguồn Gốc Xuất Xứ Nhật Bản	MAYTINHBANG	420.0	1300000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/fd5275eca7558071ba951e8548f82e27_tn	https://shopee.vn/M%C3%A1y-%C4%90%E1%BB%8Dc-S%C3%A1ch-Kindle-Paperwhite-M%C3%A1y-%C4%90%E1%BA%B9p-C%C3%B3-Ch%E1%BB%A9ng-T%E1%BB%AB-Ngu%E1%BB%93n-G%E1%BB%91c-Xu%E1%BA%A5t-X%E1%BB%A9-Nh%E1%BA%ADt-B%E1%BA%A3n-i.50756834.7212056821
Kindle paperwhite gen 2, gen 3 ngoại hình xước xát	MAYTINHBANG	192.0	1050000.0	Hà Nội	https://cf.shopee.vn/file/121084306f6ff4eddda83075b61bb944_tn	https://shopee.vn/Kindle-paperwhite-gen-2-gen-3-ngo%E1%BA%A1i-h%C3%ACnh-x%C6%B0%E1%BB%9Bc-x%C3%A1t-i.92936184.7806813685
Điện Thoại Samsung Galaxy Note 4 (Dual sim) Fullbox Nhập khẩu	MAYTINHBANG	2000.0	1850000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/a67d5c06a2ed6d4cc42ed02f6d4cb71d_tn	https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-Note-4-(Dual-sim)-Fullbox-Nh%E1%BA%ADp-kh%E1%BA%A9u-i.48810739.1780858995
Máy tính bảng Asus ZenPad Z10 2017 99% màn 2K chuyên Games	MAYTINHBANG	410.0	3290000.0	Hà Nội	https://cf.shopee.vn/file/bcb63c01319be4c4e72b01f71632c18c_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Asus-ZenPad-Z10-2017-99-m%C3%A0n-2K-chuy%C3%AAn-Games-i.25990212.1495490640
Máy tính bảng Xiaomi Mipad 1 + cường lực, ốp lưng	MAYTINHBANG	431.0	1790000.0	Hà Nội	https://cf.shopee.vn/file/69e064641014849e3675dc4f082ed24d_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Xiaomi-Mipad-1-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-%E1%BB%91p-l%C6%B0ng-i.25990212.1167684600
Máy Tính Bảng iPad 4 - 64/ 32/ 16Gb (Wifi + 4G)- Zin Đẹp 99% - Pin Khoẻ - Màn Rentina sắc nét	MAYTINHBANG	500.0	2390000.0	Quảng Ninh	https://cf.shopee.vn/file/33c8ff87f3805ba9a22c70e68e475f19_tn	https://shopee.vn/M%C3%A1y-T%C3%ADnh-B%E1%BA%A3ng-iPad-4-64-32-16Gb-(Wifi-4G)-Zin-%C4%90%E1%BA%B9p-99-Pin-Kho%E1%BA%BB-M%C3%A0n-Rentina-s%E1%BA%AFc-n%C3%A9t-i.4670967.492888802
Bút cảm ứng màn hình chuyên dụng cho iPad/iPhone	MAYTINHBANG	76.0	3000.0	Nước ngoài	https://cf.shopee.vn/file/8c87bb596e27c60bbdcb5ef07d059d53_tn	https://shopee.vn/B%C3%BAt-c%E1%BA%A3m-%E1%BB%A9ng-m%C3%A0n-h%C3%ACnh-chuy%C3%AAn-d%E1%BB%A5ng-cho-iPad-iPhone-i.293690517.7656481836
Máy Đọc Sách Kindle Paperwhite Cũ Máy Trầy Có Chứng Từ Xuất Xứ Nhật Mỹ	MAYTINHBANG	31.0	1250000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/a8e07c03312e6ab76725b4d9e98bad45_tn	https://shopee.vn/M%C3%A1y-%C4%90%E1%BB%8Dc-S%C3%A1ch-Kindle-Paperwhite-C%C5%A9-M%C3%A1y-Tr%E1%BA%A7y-C%C3%B3-Ch%E1%BB%A9ng-T%E1%BB%AB-Xu%E1%BA%A5t-X%E1%BB%A9-Nh%E1%BA%ADt-M%E1%BB%B9-i.50756834.2032653475
iPad 4 (Wifi + 4G) 16GB/ 32GB /64G Chính Hãng- Zin Đẹp 99% - Màn Retina sắc nét - Pin siêu bền với 11.560mAh - MOBILE999	MAYTINHBANG	374.0	2268000.0	Hà Nội	https://cf.shopee.vn/file/31f11667bf100ec1194951a494d4920c_tn	https://shopee.vn/iPad-4-(Wifi-4G)-16GB-32GB-64G-Ch%C3%ADnh-H%C3%A3ng-Zin-%C4%90%E1%BA%B9p-99-M%C3%A0n-Retina-s%E1%BA%AFc-n%C3%A9t-Pin-si%C3%AAu-b%E1%BB%81n-v%E1%BB%9Bi-11.560mAh-MOBILE999-i.22490660.1761547552
Máy tính bảng Ipad 2 Quốc tế bản WIFI 16gb	MAYTINHBANG	596.0	1250000.0	Hà Nội	https://cf.shopee.vn/file/694363f43225e43faab03eaf9805ee41_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Ipad-2-Qu%E1%BB%91c-t%E1%BA%BF-b%E1%BA%A3n-WIFI-16gb-i.18525093.2581151731
⚡️ NEW 100% - SEAL ⚡️ Máy đọc sách Amazon Kindle Paperwhite 4 (thế hệ thứ 10 - 8/32GB) ⚡️ Kèm phụ kiện giá sốc ⚡️	MAYTINHBANG	144.0	2849000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/6f634fc9a9299e9c3d4fe4b9088f0187_tn	https://shopee.vn/%E2%9A%A1%EF%B8%8F-NEW-100-SEAL-%E2%9A%A1%EF%B8%8F-M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Amazon-Kindle-Paperwhite-4-(th%E1%BA%BF-h%E1%BB%87-th%E1%BB%A9-10-8-32GB)-%E2%9A%A1%EF%B8%8F-K%C3%A8m-ph%E1%BB%A5-ki%E1%BB%87n-gi%C3%A1-s%E1%BB%91c-%E2%9A%A1%EF%B8%8F-i.155124804.2315030608
[CHUYÊN GAME + ANTUTU 130K] Máy tính bảng Xiaomi MiPad 1 64GB Zin Likenew 99%	MAYTINHBANG	166.0	1788000.0	Hà Nội	https://cf.shopee.vn/file/0cf63f47fa9ecf53c3d9c261478fa6cc_tn	https://shopee.vn/-CHUY%C3%8AN-GAME-ANTUTU-130K-M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Xiaomi-MiPad-1-64GB-Zin-Likenew-99--i.42806741.1386343248
Máy tính Bảng Ipad 2. Nguyên zin Quốc Tế.rẻ mà dùng chất	MAYTINHBANG	320.0	1250000.0	Hà Nội	https://cf.shopee.vn/file/6dd9c0f86cc6bf4a8d52465077f19aa2_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-B%E1%BA%A3ng-Ipad-2.-Nguy%C3%AAn-zin-Qu%E1%BB%91c-T%E1%BA%BF.r%E1%BA%BB-m%C3%A0-d%C3%B9ng-ch%E1%BA%A5t-i.139098144.6000347732
Máy tính bảng Samsung Galaxy Tab S6 Tặng kèm Bao bàn phím Hàng chính hãng	MAYTINHBANG	108.0	14490000.0	Hà Nội	https://cf.shopee.vn/file/c56bd519f00ea596f7860f01df02464a_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Samsung-Galaxy-Tab-S6-T%E1%BA%B7ng-k%C3%A8m-Bao-b%C3%A0n-ph%C3%ADm-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.55194587.5232821445
iPad Mini 5 Wi-Fi 64GB chính hãng Apple mới 100% nguyên seal	MAYTINHBANG	82.0	9190000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/ea674de20cf4fc794bf2b664bc404b65_tn	https://shopee.vn/iPad-Mini-5-Wi-Fi-64GB-ch%C3%ADnh-h%C3%A3ng-Apple-m%E1%BB%9Bi-100-nguy%C3%AAn-seal-i.123009123.3440132629
Máy tính bảng Ipad 4 bản 4G/wifi, màn hình 9.7inch	MAYTINHBANG	1900.0	1249000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/423c99ed80c494f8769413b9f830a2c7_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Ipad-4-b%E1%BA%A3n-4G-wifi-m%C3%A0n-h%C3%ACnh-9.7inch-i.11171175.4447743735
Máy tính bảng iPAD 4 16G chính hãng APPLE - Tặng bao da	MAYTINHBANG	599.0	2048000.0	Nghệ An	https://cf.shopee.vn/file/694f53e935a25c426084ccd149001727_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-iPAD-4-16G-ch%C3%ADnh-h%C3%A3ng-APPLE-T%E1%BA%B7ng-bao-da-i.49282974.1109293925
Máy đọc sách All new Kindle PaperWhite gen 4 2019 (10th) tặng cover hoặc bao chống sốc	MAYTINHBANG	115.0	2800000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/7af743fd070c9fe3a5a249d0fc773e17_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-All-new-Kindle-PaperWhite-gen-4-2019-(10th)-t%E1%BA%B7ng-cover-ho%E1%BA%B7c-bao-ch%E1%BB%91ng-s%E1%BB%91c-i.20070079.1787690352
iPad mini 5 64G WIFI MỚI 100% HÀNG CHÍNH HÃNG, CHƯA ACTIVE	MAYTINHBANG	121.0	9300000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/2d944e11f59f83ad3981a666c9546dbc_tn	https://shopee.vn/iPad-mini-5-64G-WIFI-M%E1%BB%9AI-100-H%C3%80NG-CH%C3%8DNH-H%C3%83NG-CH%C6%AFA-ACTIVE-i.139217842.6940779843
MÁY TÍNH BẢNG ANDROID 7IN 3G-WIFI	MAYTINHBANG	256.0	599000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/4260da849c433b500d6d603c71095059_tn	https://shopee.vn/M%C3%81Y-T%C3%8DNH-B%E1%BA%A2NG-ANDROID-7IN-3G-WIFI-i.99502023.1934271883
Máy tính bảng Apple ipad mini đẹp keng 99%	MAYTINHBANG	108.0	350000.0	Hà Nội	https://cf.shopee.vn/file/5f3905c83e6911865169dd107824096f_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Apple-ipad-mini-%C4%91%E1%BA%B9p-keng-99--i.203317301.5415366205
Máy tính bảng iPad 3 chính hãng APPLE - Tặng Bao Da SmartCover	MAYTINHBANG	356.0	1398000.0	Nghệ An	https://cf.shopee.vn/file/fd99dc19be74a71ac61bc4daf3831641_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-iPad-3-ch%C3%ADnh-h%C3%A3ng-APPLE-T%E1%BA%B7ng-Bao-Da-SmartCover-i.49282974.1417455566
Máy tính bảng Huawei MediaPad T3 10 (2017)	MAYTINHBANG	100.0	3990000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/4297ce76ab45086c6c1c8c7fb8a8f14e_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Huawei-MediaPad-T3-10-(2017)-i.93963889.1560489285
iPad 3 CHÍNH HÃNG Apple bản wifi 16GB Bh 6 THÁNG 1 đổi 1 tại nhà trong 30 ngày	MAYTINHBANG	431.0	1790000.0	Hà Nội	https://cf.shopee.vn/file/39af12a89189fa3ad5d5cc496aa28415_tn	https://shopee.vn/iPad-3-CH%C3%8DNH-H%C3%83NG-Apple-b%E1%BA%A3n-wifi-16GB-Bh-6-TH%C3%81NG-1-%C4%91%E1%BB%95i-1-t%E1%BA%A1i-nh%C3%A0-trong-30-ng%C3%A0y-i.18525093.3609802034
Máy Tính Bảng iPad Mini 1 (4G + Wifi) 16/32/64Gb - Zin Đẹp 99% - Phụ kiện đầy đủ	MAYTINHBANG	268.0	2290000.0	Quảng Ninh	https://cf.shopee.vn/file/e5c0b3dfec390bbb93a9e71ebfb883e7_tn	https://shopee.vn/M%C3%A1y-T%C3%ADnh-B%E1%BA%A3ng-iPad-Mini-1-(4G-Wifi)-16-32-64Gb-Zin-%C4%90%E1%BA%B9p-99-Ph%E1%BB%A5-ki%E1%BB%87n-%C4%91%E1%BA%A7y-%C4%91%E1%BB%A7-i.4670967.492914393
Máy đọc sách Kindle PaperWhite gen 4 (10th) chính hãng - Nguyên seal mới 100%	MAYTINHBANG	33.0	2500000.0	Hà Nội	https://cf.shopee.vn/file/d4c081937c74737358448cd3b66c6c48_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-PaperWhite-gen-4-(10th)-ch%C3%ADnh-h%C3%A3ng-Nguy%C3%AAn-seal-m%E1%BB%9Bi-100--i.28828868.7252729643
Máy tính bảng ipad 4 chính hãng, quốc tế phiên bản Wifi + 3G; tặng full phụ kiện, cường lực bao da, học tập, chơi game..	MAYTINHBANG	306.0	1199300.0	Hà Nội	https://cf.shopee.vn/file/d4a095313b95d3fa09d9ca10e81edb64_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-ipad-4-ch%C3%ADnh-h%C3%A3ng-qu%E1%BB%91c-t%E1%BA%BF-phi%C3%AAn-b%E1%BA%A3n-Wifi-3G-t%E1%BA%B7ng-full-ph%E1%BB%A5-ki%E1%BB%87n-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-bao-da-h%E1%BB%8Dc-t%E1%BA%ADp-ch%C6%A1i-game..-i.84652685.2259639039
Máy đọc sách Kindle Voyage used máy đẹp	MAYTINHBANG	85.0	1900000.0	Hà Nội	https://cf.shopee.vn/file/deaad52793ee001ad3791bb7a68b3b8a_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-Voyage-used-m%C3%A1y-%C4%91%E1%BA%B9p-i.92936184.1790713097
Máy đọc sách kindle paperwhite gen 3 4GB tặng kèm cover	MAYTINHBANG	60.0	2100000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/7bf7c72709cb20befb59cfb9ddba59c4_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-kindle-paperwhite-gen-3-4GB-t%E1%BA%B7ng-k%C3%A8m-cover-i.20070079.1023558153
Máy tính bảng ipad 2 32/16Gb chính hãng bản Wifi - tặng kèm phụ kiện hỗ trợ tải ứng dụng - bảo hành dài 6-12 tháng	MAYTINHBANG	76.0	399000.0	Hà Nội	https://cf.shopee.vn/file/51ca1306c1ce2f9bd9731f4432bec7c4_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-ipad-2-32-16Gb-ch%C3%ADnh-h%C3%A3ng-b%E1%BA%A3n-Wifi-t%E1%BA%B7ng-k%C3%A8m-ph%E1%BB%A5-ki%E1%BB%87n-h%E1%BB%97-tr%E1%BB%A3-t%E1%BA%A3i-%E1%BB%A9ng-d%E1%BB%A5ng-b%E1%BA%A3o-h%C3%A0nh-d%C3%A0i-6-12-th%C3%A1ng-i.203317301.6448663362
Máy Tính Bảng HUAWEI MatePad Pro (6GB+128GB) - Kèm bút cảm+ứng Bàn phím	MAYTINHBANG	50.0	19970000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/06ba57ba1f5f986093a32c6e3ea4c586_tn	https://shopee.vn/M%C3%A1y-T%C3%ADnh-B%E1%BA%A3ng-HUAWEI-MatePad-Pro-(6GB-128GB)-K%C3%A8m-b%C3%BAt-c%E1%BA%A3m-%E1%BB%A9ng-B%C3%A0n-ph%C3%ADm-i.93963889.5448444080
MÁY TÍNH BẢNG FIRE HD 8 MỚI NHẤT NĂM 2020 TẶNG KÈM ỐP LƯNG SIÊU ĐẸP	MAYTINHBANG	34.0	2100000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/a4e509a9e9b67e5ad297606de1924235_tn	https://shopee.vn/M%C3%81Y-T%C3%8DNH-B%E1%BA%A2NG-FIRE-HD-8-M%E1%BB%9AI-NH%E1%BA%A4T-N%C4%82M-2020-T%E1%BA%B6NG-K%C3%88M-%E1%BB%90P-L%C6%AFNG-SI%C3%8AU-%C4%90%E1%BA%B8P-i.68756947.3240572580
Máy Đọc Sách Kobo Máy Đẹp Có Chứng Từ Nguồn Gốc Xuất Xứ Nhật Bản	MAYTINHBANG	151.0	1050000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/4f07ec38011fcdb4319296880112007e_tn	https://shopee.vn/M%C3%A1y-%C4%90%E1%BB%8Dc-S%C3%A1ch-Kobo-M%C3%A1y-%C4%90%E1%BA%B9p-C%C3%B3-Ch%E1%BB%A9ng-T%E1%BB%AB-Ngu%E1%BB%93n-G%E1%BB%91c-Xu%E1%BA%A5t-X%E1%BB%A9-Nh%E1%BA%ADt-B%E1%BA%A3n-i.50756834.2889695149
Máy đọc sách Kindle Basic 2019 - All-new-kindle 2019 có đèn nền, màn hình 6’’ chống khúc xạ ánh sáng, nghe Audible, 4GB	MAYTINHBANG	346.0	1600000.0	Hà Nội	https://cf.shopee.vn/file/547c5ce59e375e8071eafbd22157459a_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-Basic-2019-All-new-kindle-2019-c%C3%B3-%C4%91%C3%A8n-n%E1%BB%81n-m%C3%A0n-h%C3%ACnh-6%E2%80%99%E2%80%99-ch%E1%BB%91ng-kh%C3%BAc-x%E1%BA%A1-%C3%A1nh-s%C3%A1ng-nghe-Audible-4GB-i.26003850.3138039152
Máy đọc sách All-new Kindle 10th Generation - 2019 (4GB/8GB) NEW 100%	MAYTINHBANG	115.0	2075000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/227f9f610d7af98684001d25af219e83_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-All-new-Kindle-10th-Generation-2019-(4GB-8GB)-NEW-100--i.155124804.2614137753
[Mua 1 tặng 8]Asus Zenpad z8s tặng bao da, cường lực, đế dựng, dán 3 lớp, tienganh123, luyenthi123, khăn lau, free ship	MAYTINHBANG	95.0	2277440.0	Thanh Hóa	https://cf.shopee.vn/file/5f0d21318a5cbf8b8dfc24eece25c3d6_tn	https://shopee.vn/-Mua-1-t%E1%BA%B7ng-8-Asus-Zenpad-z8s-t%E1%BA%B7ng-bao-da-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-%C4%91%E1%BA%BF-d%E1%BB%B1ng-d%C3%A1n-3-l%E1%BB%9Bp-tienganh123-luyenthi123-kh%C4%83n-lau-free-ship-i.18675286.2401875449
Máy Tính Bảng Apple iPad Gen 8 2020 32GB wifi - Hàng Chính Hãng	MAYTINHBANG	46.0	9710000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/7a7735907ebfe513c61dda918da33b7c_tn	https://shopee.vn/M%C3%A1y-T%C3%ADnh-B%E1%BA%A3ng-Apple-iPad-Gen-8-2020-32GB-wifi-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.288286284.3163939407
[Nhập ELSSMT800 giảm 800K] Máy Tính Bảng Samsung Galaxy Tab A7 - Hãng Phân Phối Chính Thức	MAYTINHBANG	101.0	6990000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/e654d4c7086a55f40b48a1413bb40ab5_tn	https://shopee.vn/-Nh%E1%BA%ADp-ELSSMT800-gi%E1%BA%A3m-800K-M%C3%A1y-T%C3%ADnh-B%E1%BA%A3ng-Samsung-Galaxy-Tab-A7-H%C3%A3ng-Ph%C3%A2n-Ph%E1%BB%91i-Ch%C3%ADnh-Th%E1%BB%A9c-i.65589552.3557045243
Máy đọc sách Kindle paperwhite gen 4 new nguyên seal 10th 2019	MAYTINHBANG	35.0	2800000.0	Hà Nội	https://cf.shopee.vn/file/259606954800e4068896c4a959c4f347_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-paperwhite-gen-4-new-nguy%C3%AAn-seal-10th-2019-i.92936184.7911743990
Máy đọc sách Kindle Paperwhite Gen 4 (10th), màn hình 6'' 300PPI, Darkmode, chống nước, audible, bộ nhớ 8-32GB	MAYTINHBANG	278.0	2400000.0	Hà Nội	https://cf.shopee.vn/file/bc9f80573ce8ac67630774d3d8e6d0a4_tn	https://shopee.vn/M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-Paperwhite-Gen-4-(10th)-m%C3%A0n-h%C3%ACnh-6''-300PPI-Darkmode-ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-audible-b%E1%BB%99-nh%E1%BB%9B-8-32GB-i.26003850.3425711158
[Win10 + Bút Wacom] Máy tính bảng 2 in 1 Lenovo Thinkpad 10 4GB RAM.	MAYTINHBANG	48.0	3890000.0	Hà Nội	https://cf.shopee.vn/file/d18402e52ed332c08d64a37c0f10312b_tn	https://shopee.vn/-Win10-B%C3%BAt-Wacom-M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-2-in-1-Lenovo-Thinkpad-10-4GB-RAM.-i.25990212.2781813602
[Win10 + Bút Wacom] Máy tính bảng 2 in 1 Lenovo Thinkpad Helix 2 SSD.	MAYTINHBANG	34.0	6490000.0	Hà Nội	https://cf.shopee.vn/file/726e5f77b5eb5ab5474ded55c2a94dbc_tn	https://shopee.vn/-Win10-B%C3%BAt-Wacom-M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-2-in-1-Lenovo-Thinkpad-Helix-2-SSD.-i.25990212.6043729819
Máy TÍnh Bảng HUAWEI Matepad T8 2G/32G- Thẻ nhớ ngoài 512GB	MAYTINHBANG	34.0	3140000.0	TP. Hồ Chí Minh	https://cf.shopee.vn/file/0ba843669fd7fa3580967a5b968ec28c_tn	https://shopee.vn/M%C3%A1y-T%C3%8Dnh-B%E1%BA%A3ng-HUAWEI-Matepad-T8-2G-32G-Th%E1%BA%BB-nh%E1%BB%9B-ngo%C3%A0i-512GB-i.93963889.3735021741
[Tặng bao da]Máy đọc sách Kindle paperwhite gen 2 hàng cũ máy đẹp( có đèn nền)	MAYTINHBANG	215.0	1330000.0	Hà Nội	https://cf.shopee.vn/file/238f2078b07943ee4c745bfff6fb19a4_tn	https://shopee.vn/-T%E1%BA%B7ng-bao-da-M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-Kindle-paperwhite-gen-2-h%C3%A0ng-c%C5%A9-m%C3%A1y-%C4%91%E1%BA%B9p(-c%C3%B3-%C4%91%C3%A8n-n%E1%BB%81n)-i.92936184.1541659708
[Tặng bao da ] Máy đọc sách kindle paperwhite 3 trắng hàng used máy đẹp ( có đèn nền )	MAYTINHBANG	36.0	1700000.0	Hà Nội	https://cf.shopee.vn/file/9668437c72c79cb0dffb561f946529e1_tn	https://shopee.vn/-T%E1%BA%B7ng-bao-da-M%C3%A1y-%C4%91%E1%BB%8Dc-s%C3%A1ch-kindle-paperwhite-3-tr%E1%BA%AFng-h%C3%A0ng-used-m%C3%A1y-%C4%91%E1%BA%B9p-(-c%C3%B3-%C4%91%C3%A8n-n%E1%BB%81n-)-i.92936184.5625538942
iPad Air 1 - 16/ 32/ 64Gb (Wifi + 4G) - Zin Đẹp 99% Như Mới (BH 6 tháng)	MAYTINHBANG	112.0	3890000.0	Quảng Ninh	https://cf.shopee.vn/file/f5830ee1d3e49acb97a64084fde2875d_tn	https://shopee.vn/iPad-Air-1-16-32-64Gb-(Wifi-4G)-Zin-%C4%90%E1%BA%B9p-99-Nh%C6%B0-M%E1%BB%9Bi-(BH-6-th%C3%A1ng)-i.4670967.748920100
🎁 Máy tính bảng Samsung Tab A 8.0 Knox bản Mỹ (Wifi+4G)	MAYTINHBANG	22.0	2088000.0	Hải Phòng	https://cf.shopee.vn/file/416a2f1820261beb03b6029cbcedb1e3_tn	https://shopee.vn/%F0%9F%8E%81-M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-Samsung-Tab-A-8.0-Knox-b%E1%BA%A3n-M%E1%BB%B9-(Wifi-4G)-i.204574220.7909462734
Máy tính bảng apple ipad mini 2 Rentina 7.9 inh chính hãng 32/16gb hỗ trợ bảo hành 12 tháng	MAYTINHBANG	54.0	1285000.0	Hà Nội	https://cf.shopee.vn/file/de9567e23b4fa3b7af9f66f7bf0f6bfc_tn	https://shopee.vn/M%C3%A1y-t%C3%ADnh-b%E1%BA%A3ng-apple-ipad-mini-2-Rentina-7.9-inh-ch%C3%ADnh-h%C3%A3ng-32-16gb-h%E1%BB%97-tr%E1%BB%A3-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.203317301.4952265828
